,timestamp,A001,A002,A003,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D012,D013,D014,D015,I006,I010,I011,I012,L001,L002,L003,L004,L005,L006,L007,L008,L009,L010,L011,M001,M002,M003,M004,M005,M006,M007,M008,M009,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,M032,M033,M034,M035,M036,M037,M038,M039,M040,M041,M042,M043,M044,M045,M046,M047,M048,M049,M050,M051,P001,T001,T002,T003,T004,T005
0,2009-02-01 01:03:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933.55844156,,,,,
1,2009-02-01 02:03:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230.72875,,,,,
2,2009-02-01 03:03:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3085.89305556,,,,,
3,2009-02-01 04:03:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3541.14036697,,,,,
4,2009-02-01 05:03:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3249.25675676,,,,,
5,2009-02-01 06:03:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3695.15166667,,,,,
6,2009-02-01 07:03:57,0,0,0.0353521,0,0,0,0,0,0,0,0,1,0,105,0,0,0,,,1,,,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,1,1,1,1,2,3,0,0,0,0,2,1,0,4,3,2,5,4,2,3,3,4,2,9,6,2,3,0,2526.57157895,23.5,22.5,22.0,20.5,22.0
7,2009-02-01 08:03:57,0,0,0,0,0,0,0,0,0,0,0,1,0,40,0,0,0,,,1,,,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,4,6,0,0,0,0,0,0,3,5,5,1,0,10,16,3,4,0,3322.29726027,24.0,22.5,22.0,21.0,22.5
8,2009-02-01 09:03:57,2.79481,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,,,1,,,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,8,10,3,2,3,2,4,4,4,4,4,0,2,11,10,6,4,0,4139.72051282,25.5,23.5,22.0,20.0,22.5
9,2009-02-01 10:03:57,2.79911,0.0370709,0.0392193,0,0,0,0,0,0,0,0,4,1,37,0,0,0,,,0,,,,0,,,,,,,,,1,2,3,0,34,16,14,11,16,2,0,0,2,7,17,21,27,14,2,0,3,1,1,3,3,3,4,3,11,3,5,3,5,17,11,4,6,3,2,2,3,7,5,6,1,2,4,5,2,4,7,2582.81,24.5,24.5,22.5,21.5,22.0
