,timestamp,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,I006,I010,I011,I012,L001,L002,L003,L004,L005,L006,L007,L008,L009,L010,M001,M002,M003,M004,M005,M006,M007,M008,M009,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,M032,M033,M034,M035,M036,M037,M038,M039,M040,M041,M042,M043,M044,M045,M046,M047,M048,M049,M050,M051,P001,T001,T002,T003,T004,T005
0,2009-05-29 00:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,1670.16875,22.5,22.875,24.7916666667,26.0,27.125
1,2009-05-29 01:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,574.140909091,22.0833333333,22.5416666667,24.3333333333,25.5,26.8333333333
2,2009-05-29 02:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,565.288888889,22.0,22.3333333333,23.8333333333,25.25,26.5
3,2009-05-29 03:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,532.076,21.5833333333,22.0,23.4166666667,24.9583333333,26.0
4,2009-05-29 04:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,561.788888889,21.5,21.6666666667,23.0,24.5,25.625
5,2009-05-29 05:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,510.9,21.0833333333,21.5,22.5,24.0833333333,25.3333333333
6,2009-05-29 06:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,531.216666667,21.0,21.2916666667,22.5,23.875,25.0
7,2009-05-29 07:00:03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,2,0,0,2,2,3,2,2,4,0,0,0,0,0,0,0,2,4,2,7,7,1,1,2,8,17,18,12,5,2,0,519.096,21.0,21.25,22.5,23.5416666667,25.0
8,2009-05-29 08:00:03,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,12,6,2,19,8,0,0,0,0,2,4,96,18,1,0,2,1,1,4,4,1,1,3,8,0,0,0,0,0,0,0,3,52,11,3,0,4,6,11,27,17,24,32,31,13,2,2690.32820513,21.1666666667,22.5416666667,22.8333333333,23.7083333333,24.9583333333
9,2009-05-29 09:00:03,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,1,1,0,0,11,30,6,13,74,0,0,0,1,5,6,66,6,1,0,2,1,1,2,2,2,2,2,4,4,3,4,8,1,3,7,6,7,5,18,12,0,1,1,81,1,0,0,0,1,1,1119.33114754,21.5,25.8333333333,23.0,23.5,25.0
10,2009-05-29 10:00:03,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,0,1,0,0,1,1,1,1,1,9,13,35,22,26,57,38,16,13,43,5,9,7,0,0,0,307,0,0,0,0,0,0,2921.07195122,21.5,22.625,23.7083333333,23.9583333333,25.0416666667
11,2009-05-29 11:00:03,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,9,16,1,0,4,7,12,15,12,2,0,2,12,28,5,4,31,20,4,0,6,4,5,5,5,4,4,4,4,0,0,0,0,0,0,0,3,5,2,5,4,2,8,4,259,7,0,0,0,4,3,567.02962963,21.9166666667,22.5833333333,24.0,24.5,25.5
12,2009-05-29 12:00:03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,17,34,1,0,5,27,23,22,17,2,2,2,6,15,18,14,22,5,4,0,12,10,17,14,15,9,14,14,10,0,0,0,0,0,0,0,0,0,0,0,0,8,14,6,212,0,0,0,0,7,3,1649.849,22.625,24.6666666667,24.4583333333,24.9166666667,25.5
13,2009-05-29 13:00:03,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,5,2,3,15,1,2,2,160,1,0,0,0,2,0,457.558865248,23.4583333333,22.7083333333,25.1666666667,25.5416666667,25.5
14,2009-05-29 14:00:03,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,2,0,0,0,0,11,4,3,1,6,2,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,4,14,2,2,0,2,5,4,4,2,13,24,0,0,0,138,0,0,0,0,0,0,427.884955752,23.5,22.75,26.0416666667,26.1666666667,25.9166666667
15,2009-05-29 15:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,384.4,23.5,23.0,26.5,26.5,26.0
16,2009-06-01 15:00:03,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,,,,,,,,,,,,,37,15,0,0,0,18,39,38,31,8,4,0,27,42,22,24,62,14,4,2,11,11,20,6,26,16,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,384.4,23.0,27.35,24.85,26.15,27.1
17,2009-06-01 16:00:03,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,,,,,1,,,,0,,,,38,14,0,0,0,8,38,41,28,6,7,4,102,40,38,45,62,27,17,3,21,14,40,16,27,26,13,14,7,0,0,0,0,0,0,0,3,4,2,3,5,12,11,0,0,0,0,0,0,0,6,384.4,23.4166666667,28.2916666667,25.4583333333,26.5,27.7083333333
18,2009-06-01 17:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,,,,0,,,1,2,2,0,0,0,0,3,3,3,0,2,2,4,5,6,15,90,23,12,0,12,1,1,14,15,12,16,14,12,2,1,2,2,0,0,4,3,1,0,0,0,4,15,17,68,33,0,2,1,16,4,384.4,23.4583333333,26.875,25.875,26.2916666667,27.8333333333
19,2009-06-01 18:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,,,,0,,,1,0,0,0,0,1,0,0,0,0,0,2,1,2,2,2,3,14,13,5,0,4,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,188,26,12,23,8,13,0,2449.55,22.8636363636,24.8181818182,25.5,25.7272727273,27.5
20,2009-06-01 19:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,7,0,0,0,0,0,583.621212121,22.5,23.6666666667,25.5,25.9583333333,27.25
21,2009-06-01 20:00:03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,4,5,5,4,5,8,0,0,0,0,0,0,0,3,5,2,4,4,1,8,11,361,16,1,1,2,10,4,439.558823529,22.5,23.5416666667,25.4583333333,25.5,27.0
22,2009-06-01 21:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,274,10,2,0,0,2,0,414.68,22.5,23.375,24.9166666667,25.2083333333,26.625
23,2009-06-01 22:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,454.02,22.4545454545,23.0,24.3636363636,24.8636363636,26.2272727273
24,2009-06-01 23:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,459.615789474,22.0416666667,22.875,23.7916666667,24.375,25.75
25,2009-06-02 00:00:03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,0,2,2,0,1,2,5,19,3,5,4,1,4,4,38,12,16,8,9,7,0,1218.74,22.0,22.625,23.5,24.0,25.5
26,2009-06-02 01:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,436.773684211,21.875,22.5416666667,23.5,24.0,25.5
27,2009-06-02 02:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,460.347826087,21.5,22.5,23.5,23.9583333333,25.4583333333
28,2009-06-02 03:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,435.418181818,21.5,22.2083333333,23.5,23.5,25.0
29,2009-06-02 04:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,414.964705882,21.4583333333,22.0,23.0,23.5,25.0
30,2009-06-02 05:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,416.021052632,21.0,21.7916666667,23.0,23.5,24.7916666667
31,2009-06-02 06:00:03,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,15,7,12,4,4,5,5,25,9,12,9,12,6,0,1503.28333333,21.0,21.625,23.0,23.3333333333,24.5
32,2009-06-02 07:00:03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,,,1,3,3,2,1,1,12,14,13,8,0,1,0,3,7,17,33,97,29,8,0,11,3,3,11,11,12,11,11,14,2,0,2,2,0,1,2,7,41,8,0,0,3,12,13,40,29,19,29,18,18,1,3386.22098765,20.875,23.7916666667,22.9166666667,23.2083333333,24.5
33,2009-06-02 08:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,,,1,1,0,0,0,0,0,1,1,1,0,0,0,0,8,1,1,3,4,1,0,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1969.73823529,20.4583333333,21.3333333333,22.2083333333,21.9583333333,24.5
34,2009-06-02 09:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,228,8,5,0,0,1,0,540.222222222,20.8333333333,23.375,22.0,22.0,24.5
35,2009-06-02 10:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,1,0,0,0,0,0,601.509090909,21.9583333333,24.6666666667,22.2083333333,22.5,24.7916666667
36,2009-06-02 11:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,16,0,0,0,0,0,572.416666667,22.8333333333,25.9583333333,22.5833333333,23.125,25.2083333333
37,2009-06-02 12:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,5,0,4,0,0,4,4,4,4,5,3,0,0,0,0,0,0,0,2,3,2,6,5,1,6,6,202,16,6,0,0,9,0,1464.44285714,23.8333333333,26.1666666667,23.25,24.0833333333,25.6666666667
38,2009-06-02 13:00:03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,,,1,13,4,0,0,1,3,10,10,5,0,1,1,6,6,6,10,16,14,8,2,10,7,13,9,7,3,3,4,4,0,0,0,0,0,0,0,3,12,2,3,3,2,11,12,62,32,7,6,8,19,2,822.673972603,23.9166666667,23.75,23.8333333333,24.5,26.125
39,2009-06-02 14:00:03,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,,,,,1,,,,1,,,1,25,18,5,1,16,17,31,30,22,25,6,1,76,51,21,23,29,17,10,0,16,12,19,15,18,11,10,12,13,0,0,0,0,0,0,0,3,3,2,2,3,13,13,0,0,0,0,0,0,0,12,1413.22322581,24.2083333333,27.7916666667,24.25,25.5,24.8333333333
40,2009-06-02 15:00:03,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,,,,,1,,,,1,,,1,19,1,0,0,0,40,45,29,24,6,0,0,45,60,36,40,96,29,2,0,10,9,18,10,33,17,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,7,2096.31263158,24.5,28.9583333333,24.8333333333,25.9583333333,26.125
41,2009-06-02 16:00:03,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,,,,,1,,,,1,0,,1,35,10,1,0,0,5,46,43,38,4,1,1,85,55,40,45,59,17,11,1,18,13,31,17,21,17,15,14,3,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,2,2216.28928571,24.5833333333,29.1666666667,25.125,26.0,25.0
42,2009-06-02 17:00:03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,1,,,,1,0,,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,2,4,2,3,0,4,1,1,5,5,3,3,5,2,0,0,0,0,0,0,0,2,1,0,0,0,0,5,5,174,17,0,0,0,6,1,559.645714286,24.25,25.7916666667,25.5,26.0,26.6666666667
43,2009-06-02 18:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,1,,,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,10,7,0,6,0,0,6,6,6,6,7,5,0,0,0,0,0,0,0,2,2,0,0,0,0,6,6,242,2,0,1,1,6,3,865.445833333,24.0,25.75,25.625,26.0,27.0
44,2009-06-02 19:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,1,,,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,0,2,0,0,2,2,2,2,3,3,0,0,0,0,0,0,0,2,5,2,3,7,0,4,4,284,3,0,0,0,4,2,489.366666667,23.5833333333,24.6666666667,25.75,26.0,27.4166666667
45,2009-06-02 20:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,1,,,,1,0,,1,0,0,0,0,1,0,0,0,0,0,1,0,2,2,2,2,2,4,2,0,2,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,308,1,0,0,0,3,2,488.266666667,23.125,23.8333333333,25.5,25.6666666667,27.375
46,2009-06-02 21:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,1,,,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,2,0,0,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,291,1,0,0,1,5,0,1292.35555556,23.0,23.8333333333,25.2083333333,25.6666666667,27.0
47,2009-06-02 22:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,1,,,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,208,3,2,3,0,6,0,577.428947368,22.7083333333,23.5416666667,25.0,25.5,26.9583333333
48,2009-06-02 23:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0,,,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,2,2,0,1,2,7,38,1,0,0,1,4,4,47,13,16,10,7,5,0,532.423684211,22.5,23.4090909091,25.0,25.5,26.5454545455
49,2009-06-03 00:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0,,,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.509090909,22.4583333333,23.0416666667,24.625,25.0,26.5
50,2009-06-03 01:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0,,,,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,462.845454545,22.0,22.9166666667,24.5,24.75,26.0416666667
