 ,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,change_point
0,1.6529573233618338,-1.6372757673987333,0.3702885185714676,1.410689665355709,-1.8056656631434076,-3.8989353072371467,1.3267466684733438,2.029519066790083,4.3964060593987595,0.10674761749043005,3.1981106413708265,-1.3471421775516665,-2.0221125304699106,-0.5918263616733296,0.4024808415706336,-1.199455653028583,-1.8301825946725092,2.659128604008626,-0.3770074927895444,0.5258994143505704,0.0
1,0.8851160839774624,4.935566443011549,0.45822839619750455,-0.8208469990399248,-5.663158543304303,-5.3793175672313325,-4.999566214613571,-4.338144483729962,-4.025694909949735,2.101789509330652,-0.8357084725438079,7.16363294073393,-0.9210774737543073,-0.16396894623397917,5.260836519096854,3.071759024773354,-8.575323121879574,2.157814222695735,2.761089224807467,-3.765526964163403,0.0
2,1.5421416111405248,-2.246750811704102,-2.55305331732625,-0.9195576671436639,-2.109819059926529,-1.60046323149218,0.27619561478443716,-8.812437141808582,-4.465828515100664,2.9060068260340697,6.046396427788661,-4.668245074022223,3.345216414676141,-7.513912028284013,3.7189400180246484,-2.5970164189034937,-5.087548317231546,2.409244463576492,-3.627235052551602,-0.6835541623374827,0.0
3,-0.9337758648682382,-3.3821858961796973,0.7415052525036273,-4.620763789296481,4.3852848759496945,2.5476717753214637,-3.246734733457942,-4.356309841725596,-8.56500558515047,0.966534510423759,5.380318401995738,-4.135913545283676,-3.968728917444939,-0.7384053754277441,1.9568174607258229,-4.060122750604252,-2.9922363399223686,-6.309577634790159,1.7253602984620033,-4.634913346755902,0.0
4,-3.216407400355051,2.0258670063680357,-4.169067874603277,1.3860683889756804,-5.826979989652912,-2.6309104229659415,-0.7550880202496274,-5.974580381717545,-5.010605002886022,-1.271880025279137,-4.682973925519218,-0.8804655940764285,-4.239728346387402,3.1666877877103303,-0.5611424543293955,3.3259152027262235,-2.2697366296450516,-2.19518621976352,4.333209770940699,-1.1745109518212964,0.0
5,-0.22145326456445807,6.2620568558307275,4.186889410936715,1.8388193751433777,0.37009938820905036,-3.757444180672506,-2.4101376963483725,-1.8049248905914603,-11.337958490842263,2.4577558683368865,5.935568321964688,0.4237479829970438,-1.406509625047194,-5.551841611261688,7.000207554702731,-1.4501787053649315,-9.885467064318767,-4.305076955440751,-0.7725004667013158,0.9142387598172631,0.0
6,-0.564324810579715,-5.734012473368694,-0.47105125805508385,4.323990126607434,1.1546280696463147,1.4298578114430054,4.531238656707707,-7.151659536786668,-4.519045653102325,3.8139977121586037,0.27437799966493714,-8.064858048853802,-0.3887654885489259,3.45882734935747,0.4649204288817777,-0.3503778951472359,-2.5375663527426613,4.828224384470668,5.156612233691926,1.5010479357000928,0.0
7,-5.3647389295996915,-8.465096973003437,-1.5952971653965429,-1.653400278200403,3.3522963062270583,-4.809055760059925,4.822060235244516,-1.0448326120698066,1.0766067302975397,-2.247525629608428,-9.120549798972172,-1.6303451845363792,3.35338568067827,3.094615081995883,-1.5086375040323858,-1.059101182584115,2.8529400596356504,2.8161100017035907,-7.62255863618081,1.5381671510646124,0.0
8,5.1064086640228705,-0.811220650603822,11.180426579422443,-7.278809869806643,3.805894023008038,-4.221346080359421,-2.2818386028758733,-2.430388990480473,-14.96737343127306,8.048744240834207,4.440511105469886,3.1379680987668443,8.687020366379919,-6.72123484954705,3.9126090037438477,-1.5768046063035202,-12.393668042453116,-4.313017781563402,2.817354280201724,-6.454130480261262,0.0
9,-0.0724230725663262,-0.04053877492176122,-6.417261276507838,3.824040558389481,-2.445349028354056,-5.9258210068328445,0.5906142364897327,-1.0675723197410683,3.7277586761314128,-0.08322542484508122,1.6553524664281967,-2.8936741602749825,0.29969825838258757,-0.550926729845719,2.8246552857572063,-2.209281247547063,-3.017718502050973,2.558226203785088,-4.2165264600720755,4.358702854678193,0.0
10,1.2305783910161465,1.4514082706725104,1.3034072422296434,3.871907525093551,4.335653930751957,-5.009172026667951,-1.665016387474096,0.9116308852777257,-0.933755835627833,5.371157504296323,-0.5837574630128182,7.633921215885557,6.886240525229209,-1.5909838423702192,4.887459008193216,1.258305167184647,-1.8322743031800846,-3.4478682786096773,1.6799979327141876,-7.487803546150037,0.0
11,5.836659713758017,1.874752664551808,2.0185003211400576,1.2796790929168549,-3.6472498993861295,-2.8360026336617055,5.431648499424011,-4.5974822579443595,-1.5687023354409435,2.5981253623617815,7.316068120712885,0.8535819477855038,0.25065669621467757,1.6716782181576781,2.7499909472444592,-9.078929708175483,-2.580062390550946,7.591653108747796,3.6758762765154813,1.151049440908542,0.0
12,-1.8327387670552577,0.9287202930241067,2.6236858529703255,4.863979890836596,4.533174231105007,0.5856736782912129,0.07723935621165223,-0.0907698494327791,1.4599033680276765,4.289631417429595,-3.503180440760598,4.3322488970454405,7.591875920097031,-4.656600821278783,3.792233405225565,3.736488497881633,1.7003340149999022,4.383492536841234,-1.9688755938347062,-3.7824483031350433,0.0
13,-5.4499108724859395,0.5343973493112456,-2.9290594293775527,4.764016707376626,5.978510528580001,4.16883242520203,-1.5730741267470447,1.434870627222384,1.41310843615781,1.8474050325167806,2.183956573684735,-0.811198638748237,1.8241237389016645,-2.675595827356819,-0.22293649047161357,-3.019359971579409,3.006712026176323,-3.3058157835345066,-3.210050760785703,-0.24374170858186917,0.0
14,1.874596962989007,2.00133165230147,0.9408812181615673,-3.7193428596172544,5.918482572260622,-2.478821619657376,-2.895230930762737,0.48925453532223573,-3.48726912861619,-4.924876607405038,-5.290557632900887,5.195459902685879,7.025135488358316,5.222821327962168,1.1109123512382781,3.357939203498057,-0.3152304405981048,-1.735228779422908,-1.6628048913009177,0.017630145721057033,0.0
15,4.151540152611812,-7.329782546165613,4.281871550424916,-5.946945940165595,-0.4922872525731665,-2.4791628405704893,6.897567491874907,-2.5624659214933345,-2.652294322814323,5.089894600071179,7.248326815339208,-7.29444116756728,-0.7909723971912735,-0.07547647959089732,-2.804404834544722,-9.974474224852848,-1.509138250886473,6.951579696035817,2.976040422002348,2.34513224325244,0.0
