 ,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,change_point
0,-2.0990156928875336,6.878766106508131,2.566552694564807,6.9911160631033304,4.5438519484251,5.640751230453747,-8.320622309993396,2.2147201416422693,1.7963478955476195,0.8731206768867653,0.0
1,2.5432898172872633,1.0604030088602059,-1.5211928374908965,-2.1718900303398274,3.0353753653750357,0.8007997432497076,-3.6016461503808275,-4.474367211432322,-4.936751968803141,0.6166254089350216,0.0
2,-0.6568416802688372,2.224908897683729,-1.1357013356086219,-3.6853614818389486,-0.5838481050411828,-2.2222117399480577,-4.446857457094148,1.532954645144938,-6.303095224773873,0.09885315226814129,0.0
3,2.355162743621588,1.00869729666371,-3.0931748531214436,2.988286317946725,-3.053732742988739,-5.852127368402913,2.1156405604453115,3.717268303603557,3.7787400057992078,3.4979558140368834,0.0
4,-3.1649201657834465,2.3444765738630746,-5.347070320956469,4.048150863324812,2.3149526905605042,7.476494942262447,-4.491749649761531,1.9917335505552132,3.9910775610022013,4.210832966117987,0.0
5,-4.578439823991037,1.9918039118911444,0.7766742226898302,1.818624619395948,-0.3427245494667237,8.081710948307215,3.8393659014343946,-1.5335307102061195,-8.757190499806297,0.2752404577396098,0.0
6,1.9573056130719615,1.4731978369114114,-0.9077717165641588,4.68426532584416,-1.3713373908084514,-2.104950954483971,3.512374937905536,1.984252150615092,6.100856480985836,3.147103683688896,0.0
7,3.544969333209063,-0.9670477115813115,0.27087984135028476,-2.5058615814267826,0.00044519326136871484,-2.574050380720882,1.4302796810322533,1.1373108628161388,1.309560099081561,-2.076069163016978,0.0
8,0.017211125026870094,2.483577886802321,0.8609312922286,-0.8613367283951565,0.5153460844652473,-0.6087254303147105,-1.750100506505945,0.3789093162895327,-2.638469770375069,-0.9806649365038282,0.0
9,-3.3519410107535452,5.1626972627585115,5.383717541234312,2.913737564950584,-1.9069152192134706,-0.6647209814133572,2.580730918738167,3.1781708944412665,-3.6351028062553055,-0.8038688860287548,0.0
10,-0.6735343345907738,1.2574759121186536,1.6187747766922795,3.040333653148712,-5.126937158717235,0.006021993371177897,4.204855742965034,5.671613740547099,6.4367366201385305,-0.6076584584052303,0.0
11,-4.2616140415460455,4.727233786420778,0.05258450874757803,3.630012266648773,1.8499467900761888,7.757686225554743,-0.005242029109567836,-0.10474950883855705,-2.7833288429404974,3.2833419334788556,0.0
12,3.69294082083007,-3.2459257153450682,-1.0741575404147414,-0.5430882841110726,0.8583371814073626,-0.5965646036586658,0.43232912498836207,-2.101369350833983,7.937303482713586,-1.8138947603625177,0.0
13,2.3743590012767553,-0.7443940211079093,1.5112400554199685,0.5281701476434182,0.3910401140581812,-1.5823744066389789,1.5116002761184297,3.1982153214538873,5.394135051255001,-2.8481611656522334,0.0
14,-3.132358345857676,-3.8283397601869633,-5.320963121608347,2.222816885511018,2.8634995430589214,6.184593321365755,4.3039796488922235,-5.948642040294873,-1.676309419511653,3.148783873736397,0.0
15,-4.118469025643477,-3.9518558011923983,-3.1856685570650463,1.512438122737666,1.7349771399388025,4.710570983132695,3.152999354567873,0.770340991557932,2.92095726803481,0.9589555857517353,0.0
16,-1.1653282425352705,-5.589754817146804,0.45680932408022823,-5.870617835966117,-0.3161462391543324,2.703095182690928,4.500269499273083,-2.2931792678416327,-2.5228378740474633,-5.367361694252432,0.0
17,0.2532637354240269,-7.523838471681151,-5.826001989960616,-6.2403418563820825,-2.1505527911212705,-2.8357439471553993,3.8102886611884816,-3.3755284103071466,-3.5314824624744863,2.2598032656673253,0.0
18,-2.0436025485643556,3.0466376580210803,5.753878153915188,0.04978072213487439,0.003967005249880973,1.1998220552151602,-0.08300878310680049,-0.737642334722871,-5.956625590879044,-3.6728629964063857,0.0
19,-0.9668437842148087,2.695361141085111,-0.25864692211863793,2.1595873247075206,1.1970614988018922,1.7344490959289323,-0.6756733913533458,2.4818985398496465,1.116264219816442,2.3227357470017624,0.0
20,2.4881890216418108,-1.3053732637136872,-0.3690636479218399,-2.41757817405168,-3.833775288300382,-2.4752717443207057,1.8718162459236474,-2.536712445080183,-4.807079297137738,-1.259628286673649,0.0
21,-4.2450222765301655,4.246825595953026,4.316194786805734,-3.3366892141754194,4.821069183374442,1.8897116318127711,-6.297116507734964,-5.9130067641184425,-13.308762071637016,1.3682408736350973,0.0
22,1.9256109853405703,1.9584395115289739,-0.6247625435352069,-1.5249927304337052,-2.48918476651522,-2.0666831913618946,-3.241479625069111,-0.4010852167734562,-3.996213563383236,0.9864199929590286,0.0
23,2.957148712254406,-0.6445884319399589,1.048743172387628,-5.747542445398356,1.183444108570106,-3.1324695811969203,-3.7679512397754777,-2.1603982806030015,-5.391893724239942,-2.355359559937694,0.0
24,-0.2386880420994614,0.711895405302752,4.276255280586088,2.130731466046699,3.8762189843977692,3.038291484077186,0.020336810945238426,-0.8923818009324798,0.9516219084731299,-3.8579246879839157,0.0
25,-1.4655391348617808,-2.6640092454105937,3.2580735390147537,-2.7578132676455214,-0.3265555387753301,2.3474752568140262,1.624497328190726,-2.4711681841335995,-1.894212154905569,-4.453839348401706,0.0
26,0.4805768915249378,-4.417896255178691,-4.874977864255115,-2.366257783291828,-0.05628085217268597,0.7144045049477452,2.8375238021757445,0.7808890583561799,5.626188881656011,2.141259459494131,0.0
27,6.440357811086071,-3.069018929068866,-1.6154559462189817,-3.662382507414526,-2.820227654593467,-9.03338296382542,0.9839027442935042,-0.71661630974642,-2.260887935648621,-1.5471829492107991,0.0
28,-7.4480692382643525,0.16217048168764123,-1.3233408743968997,-0.6223859860373364,-3.1348163490502627,1.3385327614024143,2.5874823688098227,2.872625284429541,-5.309066314941461,2.2878761987720138,0.0
29,-1.6402994105506847,-1.1174391665201933,0.43264477479285274,-0.5977031975494062,-0.431745780538149,1.6177552961050385,-0.6570834418203515,-4.532276810868643,-5.507981073704086,-0.2937537687715332,0.0
30,1.2531619156151956,-0.9855589148436792,-0.22818470206381275,0.9277120652854971,-2.2672460479639645,-2.887856165442252,1.2430110593155832,2.2811641124185167,4.183732569773921,-1.0120550561231394,0.0
31,4.596401581425794,-0.13609577382787147,-0.5207531731603403,-0.2860945381257017,-4.312263251805245,-6.732756039386346,3.402342976591698,4.138306619932262,2.17007466298209,-1.7783112290371363,0.0
32,0.6710359376266931,3.0718109271791905,0.8038509561483999,-0.2071920694002798,-2.4164486786692185,-4.125446084655609,-5.245229877983088,0.07297784612091585,-3.1439639554551864,3.4869684211438643,0.0
33,-0.9667209483367042,-0.24183952948518755,-2.3665441242335468,0.9356591780581656,-0.43850351615096783,1.1562479993102794,-4.43736979634637,0.8622869919762525,2.0957734253924762,0.1971759234821826,0.0
34,1.169148839025245,-1.3649116614484704,-1.6311586329354015,-0.05938170931555434,-1.331265704323305,-1.5423571216911152,1.3710391085261482,-4.24993764543179,-2.8274183938696584,2.5783221194549073,0.0
35,5.93432042511512,-1.6850349684508015,1.4289366927382194,-4.058741582477226,-3.437013163016008,-11.520974426078762,-1.8285963363586406,2.785336127146174,4.275330259745433,-3.317669170432926,0.0
36,-0.7079265356915483,-2.110637543101207,-0.037316010700131574,-2.9886863054645385,3.2827199145045727,0.7580405774914479,-4.8656195828691065,-6.080869579302971,-4.537089586145407,-0.1973032508037073,0.0
37,5.336761070716855,2.4006604715483095,-2.7849741538268793,2.7616109403115434,2.2231994260620134,1.2161910375380396,-0.33215267428434814,-2.8475067090671033,0.09666505650145496,1.8475281644570525,0.0
38,-2.438465411212258,1.199344886373687,-1.2856834796439136,0.9442119966439927,-1.6990686054107333,0.48619904574882167,1.3706564837329323,0.0745791548458552,-4.902618720409881,2.7212055412047964,0.0
39,-3.0586232546368666,-4.474331410246616,-3.3632065913479927,-0.7564188894888337,-0.40433987920490133,3.3990325357050986,3.442176041928596,-2.8010689083862204,-0.8144245196938331,0.16764609043711742,0.0
40,-0.16789108425159643,3.8742902721744845,2.79725586303383,0.7165349441935711,0.1757007538373869,-2.259271035592557,-4.552983717696628,-1.2430473198412277,-7.259720532195798,1.145792490143796,0.0
41,4.853114724519968,0.43571663975910413,-0.8431465388196435,-1.714307292524802,4.911485369355464,-1.4829313264936215,-6.876372020000176,-2.429484058117353,4.189516582810969,1.2101051019850555,0.0
42,-0.42783340541239934,-3.5607761037615875,-0.953460467610765,2.2158432078127293,-1.396687885677792,2.173916576687529,5.321429815845992,-6.474838682948668,-2.153759332169624,-0.43567229692947224,0.0
43,2.2469237624436773,-1.7602911915544477,-0.96997968415964,1.110990894548568,-1.4725444032959956,-0.9438014826072136,1.4271882590915006,-2.296228215705693,0.6316384729945438,-0.4679887042902582,0.0
44,-4.0671869858801655,-5.33463665615592,-1.3534307022422143,-1.8323977087262078,2.5307514840967924,-0.9660383966765753,3.5600485316437234,-0.605196800212953,4.4308374323005415,-0.5750196664237706,0.0
45,-4.865738774362086,2.07925640126829,1.3604444462624175,-1.80094299427719,1.0423702355918167,-1.029989987035119,-2.3847890906265765,5.488393842190012,-1.0007440765508773,1.5428483601890979,0.0
46,3.871338220823594,-0.4146327396037819,4.450129968033761,-4.882423865582551,0.5799192558885431,-8.343996993435013,-8.313205519339325,-5.137296684305015,-5.863165922637814,-1.7320515877641882,0.0
47,1.212044592737338,4.366457027588015,3.5302368919219806,1.272832504194677,-6.419459148896924,-2.6746354950788302,2.81187177985606,1.4690466879665545,-7.929751090260082,-2.945499722257007,0.0
48,-0.054906339727736994,-0.026350325852025944,-2.916939703228642,2.991373150564326,-1.2598416786211155,-1.4739429500391403,2.8040737370915876,3.0122089178110505,2.661190703020967,2.6714200599121583,0.0
49,2.181446987765663,-2.391522735711681,0.8916540997395,-2.4284329219016003,0.7908779486518824,-8.279345501264213,-4.104546632684507,0.9228642685280075,8.813116840165836,-0.2572835157885333,1.0
50,3.024433460532409,-5.129937884911273,-0.4525058655010863,0.6107431725026571,-0.5015155938757146,-2.038625152151419,-1.893691847937784,-1.6221251069918794,0.789739965875391,0.9288994978785907,0.0
51,5.111517497426134,-1.2291363234841621,-1.0319852201276014,2.3556551991625674,-0.4976596266855451,-2.929595793724496,0.36245446442128165,2.2121105573685442,-0.45912951664638624,-2.6695350467815313,0.0
52,5.617477467779255,-1.2040589416657363,-1.8831752289847694,-2.3775297318128277,-2.846278972703432,-4.662166024654056,2.0839396156803933,0.9469216598579435,-2.3270052877456417,-0.19500414566896754,0.0
53,1.2474782031529474,-6.767707523323182,0.2705311461197557,2.1922687359000914,-3.3984857691073382,0.4656206599282404,-5.945260204559544,3.3277773039842398,0.3917383676453503,-3.423661080608415,0.0
54,-0.8839273251920838,5.534287763914529,1.8733778497523148,-5.012944453104682,-3.8018698904612243,0.02080242318939929,5.110380152781955,2.249633759569782,-0.35940099281503235,-0.535742734496645,0.0
55,1.5311292540811814,-4.634185962138025,-2.884357974698272,2.1145370741916194,3.1515320369932507,1.5218366267148717,-1.8990050182680238,-1.2675050780655202,2.0678545525144627,-1.0978431497740233,0.0
56,-0.6140184553250712,-3.8140980881846662,-1.384436718664927,2.319737988364473,5.045576071575026,-0.5099280570337215,-3.1861450325338385,1.5932252267879088,4.0226857150400335,-2.842424831262379,0.0
