 ,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,change_point
0,-1.132144494821036,4.347153000005781,-2.1296928461281253,4.962938686253889,-0.09379928366150025,-2.4712839859991274,0.2036025306698086,-5.138391820214778,6.954434645343531,0.5122235652543365,-1.691977248575102,-3.5699837737090747,-4.7288099866647455,-9.226002335229932,7.299113476622304,5.69807264864556,-2.8242479342751667,-2.301070962733137,-1.096058592975814,-1.300569905585672,1.4937449658132724,0.8371279072276938,-3.982011801089558,1.1588541398597618,0.5179319120630153,2.7756292279831567,1.6891745366063171,-4.457501389157057,-6.299803295383449,-0.5859625490558316,0.0
1,4.457046356766536,-0.22532025585896032,-0.006181701642718973,-0.9776046726103171,11.327074582716392,-6.05900428784595,-7.074371896887185,9.132142408522295,10.811660637557196,9.111116395489306,3.2756676903209367,2.202647054085514,1.4974373094943536,-4.855427526890038,-1.6417229405680833,-3.5473812069927666,-7.630981195782635,-3.8998297631921193,-0.05143768940514004,3.725555276133241,0.144930810738924,9.414494851742475,-8.636598660123804,-1.7135096747734377,3.881396750715618,0.993265948125549,-1.6049799048171716,-9.757973776460304,-4.22514459525266,-5.880848665585817,0.0
2,3.994223699148515,-4.484894441349458,0.2544479723518482,-1.2446105095868152,3.3196086894365218,-3.458881215564175,-4.721839586622369,-4.817504067187306,3.933521517379604,4.09126756055369,-1.2609205628070899,-7.219120644951121,2.503569272489484,-2.120133314803037,2.7534891077752377,-6.52293083637974,1.0455287632161265,-4.106587893958989,1.0874338641263785,5.046132971383741,7.4426556978585445,3.988561524293421,-2.307750713342694,-1.233850953715926,-9.62055747890662,-3.290691856294845,-0.3283364127601738,3.20857879208143,-8.740407250306594,6.2120818277992145,0.0
3,-7.303369292449869,10.293545247925367,-1.3484723081198633,-2.687094530671545,1.0685863440987937,12.028303790139134,-3.1421435058139005,-4.304402539138335,-9.757744567157616,8.280927624147438,8.947345330706288,-3.0866224101666813,-0.4922815992882359,4.744142946889527,-10.234927740077524,-10.455765077686163,-0.9394657901194723,-5.38763213701684,7.029414963921592,-0.4248102156217548,-3.5378337345901647,3.3755296831821067,-3.8090589280128473,0.8537885924685751,8.142656230424851,-3.9087469902877476,-5.011079536586582,-1.8006003337893886,-0.3400079990776166,-0.03743837083148638,0.0
4,14.89741132022646,-0.24346660921715124,-0.15366730837093034,-17.356900090852825,-5.732993667870267,-15.72965260101302,-8.172848272078603,5.364064906691327,-3.62052464738345,11.090868931617813,-2.666326029568292,7.120055177779184,-0.504307270969449,5.1853789857240065,0.6967463783930827,-3.174170783831521,-2.2721219750189703,2.4261456987318795,-0.13180405711910392,0.4089482617454836,-0.025225706316234664,12.594255739061254,-4.464989326573212,-3.8086491634623494,0.513760717440649,7.548506642365148,1.978156170390137,-9.600280313675873,1.0489809088281041,1.3705145689773621,0.0
5,6.545820113523422,4.945162813280082,2.190057470156722,2.02277722635148,-0.4173717430837455,-1.3352837308241783,-5.9241867620735205,2.3747105610728614,3.4221670920853136,-6.327743865434808,-10.19538899177374,8.441972831667885,3.1104642706576078,-2.6137927084023147,6.0067906568833145,8.011446500155413,-5.361982518660971,-13.876255306252846,3.324878145672363,4.137444124133655,7.935727621728783,6.517900923824657,-8.281011675995575,2.4876161361378704,-0.056525037779500575,-1.1215026865185371,-1.3648721916925601,1.8277327188731864,3.33632971400892,-5.719869365967043,0.0
6,9.890634202601294,-6.641780716177257,-12.415177186025279,4.57973653580587,6.949413687412256,-3.024111889547655,2.9640456756317692,-3.4467529596702273,10.640041667497739,-2.4763594277663823,-12.198766852142466,-12.76188469627889,-1.3480727398299401,2.353953803611497,-1.4302029491944994,1.7840678580909808,4.016007728993049,-10.354187993668418,-4.469006631091454,8.146955506122662,-7.031630873915791,1.7253480298119654,4.353157028065938,1.0696187455328001,-15.842487649250035,2.664503933168349,1.1670498921928516,7.8687155693580415,-3.8022228281627144,0.6558790587461533,0.0
7,-0.9952996166879543,17.086598243356654,-0.9453870444887604,3.9124823721048614,-13.634560689313213,2.291633851825174,2.364470628024278,-8.51532471916659,-7.1158144164603625,-4.238428047455458,1.4170830263072989,2.216127523610374,-6.638572715049361,0.5665814143468402,-6.156266498726927,0.17715512490918472,-11.082316378252438,-2.6154184311355637,10.842402015754114,-2.3711067300801583,-4.173082695187847,2.977129232987853,-0.9327223138111953,6.699961313741205,0.9821847838042957,-0.5806516265137467,-7.107779357693747,8.598537312965377,12.801894700425464,-4.660686957841527,0.0
8,7.313245228111043,-5.011646742986845,4.685488855374153,1.6704963049329375,2.4640789175158226,-1.172074686563491,3.322085506212126,3.7612889433603165,2.553648551417276,3.9615382543949984,8.314088557566967,-8.60849944257993,5.019933092497821,-5.921196452529967,-0.8852653222194846,4.345017127761795,-4.12062104469611,-1.408242189896305,-6.3536648318232105,1.608688716121701,-7.84891073090411,5.984584644273867,6.802463978685527,-6.900646119921003,-0.43523431090621756,-6.693940607270641,-2.402254460755266,-6.925295476193879,-7.2133672578271755,0.9333027215832065,0.0
9,-7.428720688583215,4.633102036292544,-7.1185266276468235,13.076627486273589,-9.845717610514818,5.716962804486488,6.09963065769409,-4.868774857100589,-0.4231272761992825,0.20206068010767142,-4.046088200631237,-8.837302180620634,-5.577584489193166,1.9520339525056596,-4.114506564726176,0.21011042274953728,-1.955937260196869,-3.7424024704177925,4.675075169147664,-2.2382761435287293,-0.230151481744592,1.181278132482117,2.536879165140732,-1.7924234588173424,-4.7441029025588115,-1.9078334770993939,1.5789102880467465,10.329721597629707,-7.163341772670092,-8.85511699304144,0.0
